Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574	328	-19	19	13574
329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591	329	-17	17	13591
330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616	330	-25	25	13616
331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638	331	-121	22	13638
332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661	332	-122	23	13661
333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678	333	-17	17	13678
334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701	334	-23	23	13701
335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719	335	-18	18	13719
336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736	336	-17	17	13736
337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754	337	-18	18	13754
338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773	338	-19	19	13773
339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792	339	-19	19	13792
340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815	340	-122	23	13815
341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833	341	-18	18	13833
342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850	342	-17	17	13850
343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867	343	-17	17	13867
344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886	344	-19	19	13886
345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907	345	-21	21	13907
346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925	346	-18	18	13925
347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942	347	-17	17	13942
348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963	348	-21	21	13963
349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981	349	-18	18	13981
350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001	350	-20	20	14001
351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019	351	-18	18	14019
352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036	352	-17	17	14036
353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058	353	-121	22	14058
354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078	354	-20	20	14078
