Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153	253	-20	20	12153
254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170	254	-17	17	12170
255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191	255	-21	21	12191
256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210	256	-19	19	12210
257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231	257	-21	21	12231
258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249	258	-18	18	12249
259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267	259	-18	18	12267
260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286	260	-19	19	12286
261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308	261	-22	22	12308
262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331	262	-23	23	12331
263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350	263	-19	19	12350
264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370	264	-20	20	12370
265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392	265	-121	22	12392
266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409	266	-17	17	12409
267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428	267	-19	19	12428
268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445	268	-17	17	12445
269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472	269	-27	27	12472
270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491	270	-19	19	12491
271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514	271	-23	23	12514
272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533	272	-19	19	12533
273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550	273	-17	17	12550
274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570	274	-20	20	12570
275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596	275	-26	26	12596
276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617	276	-21	21	12617
277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637	277	-20	20	12637
278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654	278	-17	17	12654
279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671	279	-17	17	12671
280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696	280	-25	25	12696
281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714	281	-18	18	12714
