Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073	382	-19	19	18073
383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090	383	-17	17	18090
384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107	384	-17	17	18107
385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126	385	-19	19	18126
386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146	386	-20	20	18146
387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164	387	-18	18	18164
388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182	388	-117	18	18182
389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199	389	-17	17	18199
390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221	390	-22	22	18221
391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241	391	-20	20	18241
392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260	392	-19	19	18260
393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281	393	-21	21	18281
394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299	394	-18	18	18299
395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318	395	-19	19	18318
396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336	396	-18	18	18336
397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355	397	-19	19	18355
398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374	398	-19	19	18374
399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394	399	-20	20	18394
400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415	400	-21	21	18415
401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433	401	-18	18	18433
402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455	402	-22	22	18455
403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472	403	-17	17	18472
404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493	404	-21	21	18493
405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512	405	-19	19	18512
406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531	406	-19	19	18531
407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549	407	-18	18	18549
408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566	408	-17	17	18566
409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586	409	-20	20	18586
410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607	410	-21	21	18607
411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626	411	-19	19	18626
412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644	412	-18	18	18644
413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661	413	-17	17	18661
414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687	414	-26	26	18687
415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706	415	-19	19	18706
416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723	416	-17	17	18723
417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742	417	-19	19	18742
418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760	418	-18	18	18760
419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779	419	-19	19	18779
420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798	420	-19	19	18798
421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817	421	-19	19	18817
422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835	422	-18	18	18835
423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852	423	-17	17	18852
424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871	424	-19	19	18871
425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888	425	-17	17	18888
426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909	426	-21	21	18909
427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927	427	-18	18	18927
428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946	428	-19	19	18946
429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964	429	-18	18	18964
430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981	430	-17	17	18981
431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000	431	-19	19	19000
432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022	432	-22	22	19022
433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042	433	-20	20	19042
434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060	434	-18	18	19060
435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077	435	-17	17	19077
436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095	436	-117	18	19095
437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114	437	-19	19	19114
438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138	438	-24	24	19138
439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155	439	-17	17	19155
440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176	440	-21	21	19176
441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196	441	-20	20	19196
442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216	442	-20	20	19216
443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233	443	-17	17	19233
444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251	444	-18	18	19251
445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268	445	-17	17	19268
