Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519	245	-18	18	8519
246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546	246	-27	27	8546
247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579	247	-33	33	8579
248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604	248	-124	25	8604
249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625	249	-21	21	8625
250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646	250	-21	21	8646
251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663	251	-17	17	8663
252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682	252	-19	19	8682
253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699	253	-17	17	8699
254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716	254	-17	17	8716
255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735	255	-19	19	8735
256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752	256	-17	17	8752
257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769	257	-17	17	8769
258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786	258	-17	17	8786
259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811	259	-25	25	8811
260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833	260	-22	22	8833
261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850	261	-17	17	8850
262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870	262	-20	20	8870
263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899	263	-29	29	8899
264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922	264	-23	23	8922
265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944	265	-22	22	8944
266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964	266	-20	20	8964
267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983	267	-19	19	8983
268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004	268	-21	21	9004
269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025	269	-21	21	9025
270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045	270	-20	20	9045
