Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116	322	-19	19	10116
323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136	323	-20	20	10136
324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157	324	-21	21	10157
325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174	325	-17	17	10174
326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194	326	-20	20	10194
327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213	327	-19	19	10213
328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240	328	-27	27	10240
329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261	329	-21	21	10261
330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278	330	-17	17	10278
331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295	331	-17	17	10295
332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312	332	-17	17	10312
333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331	333	-19	19	10331
334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350	334	-19	19	10350
335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375	335	-25	25	10375
336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394	336	-19	19	10394
337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414	337	-20	20	10414
338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442	338	-28	28	10442
339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465	339	-23	23	10465
340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491	340	-26	26	10491
341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509	341	-18	18	10509
342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526	342	-17	17	10526
343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546	343	-20	20	10546
344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564	344	-117	18	10564
345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581	345	-17	17	10581
346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599	346	-18	18	10599
347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618	347	-19	19	10618
348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635	348	-17	17	10635
349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653	349	-117	18	10653
